soc_uni,soc,task_id,id,new_descript,word,definition
39-4021,39-4021.00,Funeral Attendants,4514,Close caskets at the right time during funerals and viewing hours.,Casket,Coffin that holds the body of a person who has died.
39-4021,39-4021.00,Funeral Attendants,4514,Close caskets at the right time during funerals and viewing hours.,Funeral,Service for a person who has died.
39-4021,39-4021.00,Funeral Attendants,4518,Put out caskets before funerals and viewing hours.,Casket,Coffin that holds the body of a person who has died.
39-4021,39-4021.00,Funeral Attendants,4518,Put out caskets before funerals and viewing hours.,Funeral,Service for a person who has died.
39-4021,39-4021.00,Funeral Attendants,4525,Hand out and store funeral equipment.,Funeral,Service for a person who has died.
39-4021,39-4021.00,Funeral Attendants,4525,Hand out and store funeral equipment.,Store,To keep something for later use.
39-5092,39-5092.00,Manicurists and Pedicurists,8748,Clean tools and work spaces. Kill germs.,Germ,A tiny living thing that spreads illness.
39-5092,39-5092.00,Manicurists and Pedicurists,8753,Polish people’s fingernails. Use a brush to spread on layers of clear or colored polish.,NA,NA
39-5092,39-5092.00,Manicurists and Pedicurists,8752,"Shape and smooth the ends of fingernails. Use scissors, files, and more.",NA,NA
39-5093,39-5093.00,Shampooers,14818,Clean people’s hair. Rub shampoo and conditioner into their hair and scalp.,Conditioner,Hair product that helps smooth and control hair.
39-5093,39-5093.00,Shampooers,14818,Clean people’s hair. Rub shampoo and conditioner into their hair and scalp.,Scalp,Skin that covers the head.
39-5093,39-5093.00,Shampooers,14820,"Treat scalp problems and hair loss. Use special shampoos, lamps, or equipment.",Scalp,Skin that covers the head.
39-5093,39-5093.00,Shampooers,14821,Keep records of hair treatments.,NA,NA
39-6011,39-6011.00,Baggage Porters and Bellhops,2314,"Bring people’s bags and suitcases to and from different places. Those places include rooms, cars, and loading areas. Carry by hand or use carts.",NA,NA
39-6011,39-6011.00,Baggage Porters and Bellhops,2317,Greet guests and bring them to their rooms.,NA,NA
39-6011,39-6011.00,Baggage Porters and Bellhops,2315,Help guests get where they want to go. Tell them about services they can use. Tell them about fun or special sites in the area.,Services,Helpful or useful things.
39-9011,39-9011.00,Childcare Workers,2336,Watch over children as they play.,NA,NA
39-9011,39-9011.00,Childcare Workers,18760,Make sure children take naps or rest.,NA,NA
39-9011,39-9011.00,Childcare Workers,2343,Run day-care centers that are in work places or business places.,NA,NA
39-9021,39-9021.00,Personal Care Aides,2372,"Do household tasks for patients. Cook, clean, wash clothes or dishes, and more. Run errands.",Errands,"Trips to do a certain task, like food shopping or mailing a letter."
39-9021,39-9021.00,Personal Care Aides,2375,"Plan, shop for, and make healthy meals for patients. Help patients or families make healthy meals for themselves.",NA,NA
39-9021,39-9021.00,Personal Care Aides,2379,Help patients talk and write to others. Get info for them. Type emails and letters for them.,NA,NA
41-2022,41-2022.00,Parts Salespersons,2427,Take and fill phone orders for parts.,Parts,Pieces needed to make a whole machine work. Example
41-2022,41-2022.00,Parts Salespersons,2425,"Find out the stock numbers and prices of parts that need to be replaced. Read through catalogs, computer listings, and more.",Catalog,"A list, book, or record of things for sale."
41-2022,41-2022.00,Parts Salespersons,2429,Write up sales slips or sales contracts.,NA,NA
41-2031,41-2031.00,Retail Salespersons,694,Greet customers and find out what they want or need.,NA,NA
41-2031,41-2031.00,Retail Salespersons,700,Pick out and find items that customers want or need. Give customers advice about what to buy.,NA,NA
41-2031,41-2031.00,Retail Salespersons,701,Answer questions about the store and items for sale.,NA,NA
41-9011,41-9011.00,Demonstrators and Product Promoters,13190,Show how products and services work. Do so in a way that gets people to buy or use those things.,Services,"Helpful acts, things that are done for other people."
41-9011,41-9011.00,Demonstrators and Product Promoters,13206,Learn about products that you will show to customers. Get ready to show how products work.,NA,NA
41-9011,41-9011.00,Demonstrators and Product Promoters,13203,"Go to trade shows, stores, and other places to show how products and services work. Answer questions for people who might buy products.",Services,"Helpful acts, things that are done for other people."
41-9041,41-9041.00,Telemarketers,4618,Give sales talks. Read from scripts that describe goods and services. Tell people about a cause that needs money. Get people to buy things or to give money.,Goods,Things people buy.
41-9041,41-9041.00,Telemarketers,4618,Give sales talks. Read from scripts that describe goods and services. Tell people about a cause that needs money. Get people to buy things or to give money.,Services,"Helpful acts, things that are done for other people."
41-9041,41-9041.00,Telemarketers,4619,Call people and businesses on the phone. Get them to buy products or give money to a cause.,NA,NA
41-9041,41-9041.00,Telemarketers,4620,Tell people how goods or services work. Tell them the price of products. Answer questions.,Goods,Things people buy.
41-9041,41-9041.00,Telemarketers,4620,Tell people how goods or services work. Tell them the price of products. Answer questions.,Services,"Helpful acts, things that are done for other people."
43-3041,43-3041.00,Gaming Cage Workers,4661,Follow all gaming rules and laws.,NA,NA
43-3041,43-3041.00,Gaming Cage Workers,4665,Guard the gaming cage. That is the place where money and gaming chips are handled.,NA,NA
43-3041,43-3041.00,Gaming Cage Workers,4669,"Sell gaming chips, tokens, or tickets to players. Sell them to workers who will resell them to players.",NA,NA
43-3051,43-3051.00,Payroll and Timekeeping Clerks,2524,Fill in time sheets that show when workers start and stop work.,NA,NA
43-3051,43-3051.00,Payroll and Timekeeping Clerks,2528,Prepare reports for the end of a given period. Make sure spending and hours add up. Match payrolls to bank statements.,Period,A length of time.
43-3051,43-3051.00,Payroll and Timekeeping Clerks,2525,Update clients’ files with the number of hours worked and money owed. Bill clients.,Clients,"People, businesses, or groups who have hired you for your services and help."
43-4051,43-4051.00,Customer Service Representatives,18565,Talk to customers on the phone and in person. Give them info about goods and services. Take and enter orders. Cancel orders. Listen to complaints.,Goods,Things people buy.
43-4051,43-4051.00,Customer Service Representatives,18565,Talk to customers on the phone and in person. Give them info about goods and services. Take and enter orders. Cancel orders. Listen to complaints.,Services,"Helpful acts, things that are done for other people."
43-4051,43-4051.00,Customer Service Representatives,18565,Talk to customers on the phone and in person. Give them info about goods and services. Take and enter orders. Cancel orders. Listen to complaints.,Complaint,Reason someone is not happy or pleased.
43-4051,43-4051.00,Customer Service Representatives,2584,Fill out contract forms. Prepare change of address records. Cancel or stop service orders. Use computers.,NA,NA
43-4051,43-4051.00,Customer Service Representatives,2583,Figure out how much services will cost. Collect money and down payments. Set up billing.,Services,"Helpful acts, things that are done for other people."
43-4051,43-4051.00,Customer Service Representatives,2583,Figure out how much services will cost. Collect money and down payments. Set up billing.,Down payment,A payment made ahead of time. Often not the full amount owed.
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2610,Greet and sign in guests. Pick out rooms for guests to stay in. Hand out room keys and cards.,NA,NA
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2615,Tell bellhops what rooms guests are staying in. Give bellhops room keys and cards.,NA,NA
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2612,Keep records about which rooms are empty. Keep track of how much money guests owe. Do so by hand or by computer.,NA,NA
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",2627,"Ask people questions. Find out a person’s name, address, age, and more. Get info needed.",NA,NA
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",2631,"Contact people by phone, mail, or in person. Set up interviews at homes, work places, and elsewhere.",NA,NA
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",2632,Help people fill out forms.,NA,NA
43-4121,43-4121.00,"Library Assistants, Clerical",2657,Run a small branch library. Follow orders from off-site staff.,NA,NA
43-4121,43-4121.00,"Library Assistants, Clerical",18774,Lend out library items. Put them on hold. Get them from the shelves. Work at the checkout desk. Loan out books and other items.,NA,NA
43-4121,43-4121.00,"Library Assistants, Clerical",2658,Get info and records that are stored in computers. Store info and records in computers.,Store,To keep something for later use.
43-4151,43-4151.00,Order Clerks,2670,"Give order info to buyers by phone or by mail. Tell them about pricing, shipping dates, and any delays.",NA,NA
43-4151,43-4151.00,Order Clerks,2668,Get contact info from buyers. Take orders. Get billing and shipping info. Enter info on order forms.,NA,NA
43-4151,43-4151.00,Order Clerks,2677,File copies of orders. Keep and post records of orders.,NA,NA
43-4171,43-4171.00,Receptionists and Information Clerks,744,Run a phone switchboard. Answer and forward calls. Take messages. Set up meeting times. Answer questions.,NA,NA
43-4171,43-4171.00,Receptionists and Information Clerks,747,Greet visitors. Find out what they need. Tell them or show them where to go.,NA,NA
43-4171,43-4171.00,Receptionists and Information Clerks,751,Set up meeting times. Keep and update meeting schedules.,Schedule,A list of times and dates when tasks will get done.
43-4181,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9758,"Help people who plan to travel. Check IDs, tickets, and travel plans. Set up boarding passes.",NA,NA
43-4181,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9760,Take bags and cargo. Check them in. Tell people where to go.,Cargo,Objects being sent from one place to another.
43-4181,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9761,"Use public address systems (PAs). Tell people when planes, trains, buses, or boats arrive and depart.",Public address systems,Machines that make sound loud enough for many people to hear it.
43-5011,43-5011.00,Cargo and Freight Agents,8201,"Keep records. Track all goods shipped, received, and stored.",Goods,Things people buy.
43-5011,43-5011.00,Cargo and Freight Agents,8201,"Keep records. Track all goods shipped, received, and stored.",Receive,To get or take in.
43-5011,43-5011.00,Cargo and Freight Agents,8201,"Keep records. Track all goods shipped, received, and stored.",Store,To keep something for later use.
43-5011,43-5011.00,Cargo and Freight Agents,20274,Make lists of everything loaded onto an airplane. List the number of people and bags. List how much the freight weighs. Send info out.,Freight,Objects being sent from one place to another.
43-5011,43-5011.00,Cargo and Freight Agents,8208,"Send received goods on the first flight out. Store goods in the right places. Use forklifts, hand trucks, and more.",Goods,Things people buy.
43-5011,43-5011.00,Cargo and Freight Agents,8208,"Send received goods on the first flight out. Store goods in the right places. Use forklifts, hand trucks, and more.",Receive,To get or take in.
43-5011,43-5011.00,Cargo and Freight Agents,8208,"Send received goods on the first flight out. Store goods in the right places. Use forklifts, hand trucks, and more.",Store,To keep something for later use.
43-5021,43-5021.00,Couriers and Messengers,7011,Load goods into vehicles. Make sure the right items are loaded in the right way. Protect goods from damage.,Goods,Things people buy.
